row,age,username,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
10562,36,jeffrey_li,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10563,25,michell_haskell,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10564,24,jordan_daniel,1-DAILY,"{'netflix': 1, 'Tubi': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,
10565,40,james_sargent,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Tubi': 1}",,,,1.0,,,,,,,,,,,,,,,,1.0,,
10566,50,eldon_everson,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10567,54,kira_ring,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Starz': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
10568,23,bennett_bannister,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
10569,76,carl_davies,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10571,19,jeff_daniel,1-DAILY,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
10572,25,barrett_cobb,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
10573,40,wes_queen,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Tubi': 1}",,,,,,,,,,,1.0,,,,,,,,,1.0,,
10574,51,claud_rickman,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10575,20,arnold_winter,3-FEWER_THREE_PER_MONTH,{'Tubi': 1},,,,,,,,,,,,,,,,,,,,1.0,,
10576,26,sylvia_priest,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'CBS All Access': 1, 'netflix': 1}",1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
10578,20,nona_pagan,1-DAILY,"{'youtube': 1, 'Discovery+': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
10579,65,kelly_centeno,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'amazon': 1, 'hulu': 1}",,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,
10580,72,marisela_burden,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10581,46,shelli_lu,2-FEW_TIMES_WEEK,"{'NBC': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,,1.0,
10582,46,dolly_cress,1-DAILY,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
10583,66,bella_grey,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
10584,57,lolita_willie,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
10585,18,marvin_rice,1-DAILY,"{'youtube': 1, 'Philo': 1, 'HBO MAX': 1}",,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,
10586,59,benito_lebron,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10587,53,weston_pinkney,1-DAILY,"{'HBO MAX': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,1.0,,,,,,,
10588,35,sam_cheung,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10589,38,chi_hull,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Discovery+': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
10590,36,melvina_joe,1-DAILY,"{'Starz': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
10591,33,georgie_simon,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Philo': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
10592,18,antonia_orta,2-FEW_TIMES_WEEK,"{'fuboTV': 1, 'youtube': 1}",,,,1.0,1.0,,,,,,,,,,,,,,,,,
10593,27,eldridge_landers,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10594,75,mel_thurman,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10595,61,julio_fontenot,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10596,21,homer_hudgens,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10597,40,abby_mcnabb,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10598,63,arlie_brockman,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10599,18,jonas_parker,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10600,34,sammie_gable,1-DAILY,"{'Peacock': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
10601,41,marva_clevenger,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Apple TV+': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
10604,34,vincent_boatman,1-DAILY,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
10605,27,luanne_sturm,1-DAILY,"{'Philo': 1, 'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
10606,21,haydee_bledsoe,3-FEWER_THREE_PER_MONTH,"{'Disney+': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
10607,70,chiquita_ferguson,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10608,39,rae_peebles,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10609,71,shawna_gray,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10610,53,theodore_yocum,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10611,37,tyree_lam,2-FEW_TIMES_WEEK,"{'Starz': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
10612,58,richie_bard,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10613,32,marc_whitlow,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10614,43,eddie_allen,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1, 'Discovery+': 1}",,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
10615,77,lyle_lock,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10616,28,tasha_barrows,2-FEW_TIMES_WEEK,"{'CBS All Access': 1, 'netflix': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
10617,44,rosetta_powell,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10618,77,antony_blais,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,1.0,,,,,,,,
10620,78,dinah_beasley,2-FEW_TIMES_WEEK,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
10621,60,stefan_barry,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
10622,32,donny_archuleta,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10623,24,tamera_lively,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'hulu': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
10624,42,rosina_lai,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
10625,77,shane_post,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10626,44,willian_irish,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10627,50,ira_quinonez,1-DAILY,"{'fuboTV': 1, 'IMDb TV': 1}",,,,,1.0,,,,,,,,,,,,,1.0,,,,
10628,30,sherwood_garay,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10629,21,wilmer_carnahan,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10631,31,betty_turner,1-DAILY,"{'CBS All Access': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
10632,29,pat_gamboa,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
10634,34,son_laird,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10635,57,cari_squires,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
10636,52,bobby_denman,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'hulu': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
10637,51,jeffrey_galbraith,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
10638,67,raleigh_eckert,1-DAILY,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
10639,24,deshawn_christ,1-DAILY,"{'Crackle': 1, 'Starz': 1}",,,,,,1.0,,,,,,,,,,1.0,,,,,,
10640,57,eddy_meeker,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
10641,76,hans_gurley,1-DAILY,"{'Peacock': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
10642,34,lakesha_ornelas,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10643,52,stella_wicks,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10644,70,salvatore_stock,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10645,35,claire_yarbrough,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10646,35,julius_treat,2-FEW_TIMES_WEEK,"{'Rent or Buy': 1, 'hulu': 1}",,,,,,,,,1.0,,1.0,,,,,,,,,,,
10647,59,danial_redd,3-FEWER_THREE_PER_MONTH,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
10648,25,esteban_clary,1-DAILY,"{'Apple TV+': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
10649,74,ada_salerno,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10650,49,noble_perrin,1-DAILY,"{'netflix': 1, 'PlutoTV': 1}",1.0,,,,,,,,,,,,,1.0,,,,,,,,
10651,67,dale_munson,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'youtube': 1}",,,,1.0,,1.0,,,,,,,,,,,,,,,,
10652,36,carmen_arellano,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10653,29,raven_seidel,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10654,23,vern_harmon,1-DAILY,"{'youtube': 1, 'netflix': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
10655,75,kerry_molina,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10657,58,kara_english,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10658,41,lindsay_kimbrell,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'youtube': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
10659,62,fannie_le,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
10660,25,lara_fallon,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10661,79,mariana_reichert,2-FEW_TIMES_WEEK,{'Tubi': 1},,,,,,,,,,,,,,,,,,,,1.0,,
10662,25,diego_valenti,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Philo': 1, 'IMDb TV': 1}",,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,
10663,65,clement_dickinson,2-FEW_TIMES_WEEK,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
10664,28,lyle_carbone,1-DAILY,"{'hulu': 1, 'Crackle': 1}",,,,,,1.0,,,,,1.0,,,,,,,,,,,
10665,38,chelsey_odell,1-DAILY,"{'Rent or Buy': 1, 'HBO MAX': 1}",,,,,,,,,1.0,,,,,,1.0,,,,,,,
10666,64,harrison_kinney,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10667,65,mai_weatherly,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10668,21,james_mccloud,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'CBS All Access': 1}",,1.0,,,,,,1.0,,,,,,,,,,,,,,
10669,77,roberta_creel,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Discovery+': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
10670,67,freeman_pounds,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Discovery+': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
10672,77,keenan_,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10673,19,billie_spencer,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10674,37,fidel_southard,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
10675,70,guadalupe_mcafee,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Rent or Buy': 1}",1.0,,,,,,,,1.0,,,,,,,,,,,,,
10676,29,doris_reich,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Philo': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
10677,68,della_lerma,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10678,21,monroe_vang,1-DAILY,"{'Starz': 1, 'IMDb TV': 1}",,,,,,,,,,,,,,,,1.0,,1.0,,,,
10680,59,terese_hargrove,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10681,78,von_tyner,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10682,55,carlos_cavanaugh,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10683,79,burton_deaton,3-FEWER_THREE_PER_MONTH,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
10684,67,isabella_fields,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10685,20,wendell_tice,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Discovery+': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
10686,18,sean_washburn,1-DAILY,"{'amazon': 1, 'hulu': 1, 'Philo': 1}",,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,
10687,49,christopher_hutton,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10688,44,stephenie_dunham,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'CBS All Access': 1}",,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10689,70,vickey_hixson,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10690,33,benito_bingham,1-DAILY,"{'netflix': 1, 'Apple TV+': 1, 'youtube': 1}",1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
10691,34,lowell_zuniga,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10692,40,madeline_fuqua,1-DAILY,"{'netflix': 1, 'HBO MAX': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
10693,62,natasha_weber,1-DAILY,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
10694,19,victoria_bernstein,1-DAILY,"{'Discovery+': 1, 'youtube': 1, 'Rent or Buy': 1}",,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
10695,73,randell_irish,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'netflix': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,
10696,40,kate_wolff,2-FEW_TIMES_WEEK,"{'youtube': 1, 'fuboTV': 1}",,,,1.0,1.0,,,,,,,,,,,,,,,,,
10697,23,zack_glass,1-DAILY,"{'Philo': 1, 'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,
10699,27,maurine_greenfield,2-FEW_TIMES_WEEK,"{'netflix': 1, 'HBO MAX': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
10700,59,junior_bartels,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10701,71,alyssa_humphrey,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10702,35,marcia_branham,2-FEW_TIMES_WEEK,"{'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
10704,40,constance_goolsby,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
10705,56,hal_toledo,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
10706,50,warner_singletary,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10707,43,caleb_burnham,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
10708,57,kristopher_pitman,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'hulu': 1}",,,,,,,,,,1.0,1.0,,,,,,,,,,,
10709,53,rene_meacham,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,1.0,,,,,,,,,,,,,,,
10710,54,kisha_goulet,2-FEW_TIMES_WEEK,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
10711,41,rogelio_stclair,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10712,55,millie_franks,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10713,49,emmanuel_archuleta,1-DAILY,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10714,78,andy_ogden,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10715,61,jewel_lavoie,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10716,64,willis_fryer,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10717,26,jake_ledoux,1-DAILY,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
10718,54,blaine_darden,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10719,53,chester_freedman,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,
10720,40,louie_rojas,1-DAILY,"{'youtube': 1, 'Rent or Buy': 1}",,,,1.0,,,,,1.0,,,,,,,,,,,,,
10722,75,les_rodman,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Rent or Buy': 1}",1.0,,,,,,,,1.0,,,,,,,,,,,,,
10723,70,humberto_winfrey,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
10724,21,lucia_clayton,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10725,39,demarcus_sheldon,2-FEW_TIMES_WEEK,"{'Apple TV+': 1, 'netflix': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,
10727,18,leone_ramey,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10729,22,darron_gomez,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10730,54,hai_corcoran,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10731,78,kenny_stepp,1-DAILY,"{'netflix': 1, 'Apple TV+': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,
10732,50,eugene_kuntz,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10733,50,darrin_wilcox,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10734,55,kristin_wilde,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10735,64,terence_speer,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Philo': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
10737,26,sammy_vaught,1-DAILY,"{'amazon': 1, 'Philo': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,,
10738,56,danny_marr,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10739,23,savannah_ventura,2-FEW_TIMES_WEEK,"{'fuboTV': 1, 'hulu': 1}",,,,,1.0,,,,,,1.0,,,,,,,,,,,
10740,56,jewel_aponte,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10741,36,emerson_gore,1-DAILY,"{'amazon': 1, 'netflix': 1, 'Starz': 1}",1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
10742,78,kathi_murry,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1, 'youtube': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10743,48,jeffrey_saxon,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10744,70,brett_dean,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10746,69,billie_baker,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10747,19,wilburn_martins,1-DAILY,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
10749,25,marge_espinal,1-DAILY,"{'netflix': 1, 'FOX': 1}",1.0,,,,,,,,,,,,1.0,,,,,,,,,
10750,46,sharonda_gilley,1-DAILY,"{'Showtime': 1, 'youtube': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
10751,41,avis_salisbury,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10752,51,migdalia_savage,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
10753,24,venessa_lees,3-FEWER_THREE_PER_MONTH,"{'Rent or Buy': 1, 'netflix': 1}",1.0,,,,,,,,1.0,,,,,,,,,,,,,
10754,68,letha_badillo,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10755,76,janell_pyle,2-FEW_TIMES_WEEK,"{'FOX': 1, 'CBS All Access': 1}",,,,,,,,1.0,,,,,1.0,,,,,,,,,
10756,37,alpha_cheek,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10757,56,romeo_smoot,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10758,44,harriet_lopez,1-DAILY,"{'youtube': 1, 'netflix': 1, 'Apple TV+': 1}",1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
10759,74,paulina_eng,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10761,48,louie_benoit,1-DAILY,"{'youtube': 1, 'CBS All Access': 1, 'hulu': 1}",,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10762,69,alfred_atkins,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10763,40,van_marion,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10764,41,louis_heyward,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10765,38,josefa_vance,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10766,62,octavio_giles,2-FEW_TIMES_WEEK,"{'Starz': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,,,1.0,,,,,,
10767,33,kristopher_bunn,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10768,79,antonette_keister,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10769,18,gay_thayer,1-DAILY,"{'amazon': 1, 'hulu': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
10770,43,brianne_raley,2-FEW_TIMES_WEEK,"{'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
10771,59,jesse_sewell,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10772,78,abram_dumont,1-DAILY,"{'CBS All Access': 1, 'Apple TV+': 1}",,,,,,,,1.0,,1.0,,,,,,,,,,,,
10773,40,germaine_atwell,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10774,24,greg_wolf,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
10775,27,mary_irizarry,1-DAILY,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
10776,19,pamala_kee,3-FEWER_THREE_PER_MONTH,"{'FOX': 1, 'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,
